Emotions,Path
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_ring_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_pad_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_mood_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dime_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_hurl_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_pass_sad.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_lore_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_white_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_lease_angry.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-01-18.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_food_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_came_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chalk_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_such_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_mob_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_wash_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_white_ps.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_young_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_shirt_neutral.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_goose_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_haze_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-02-18.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_wheat_neutral.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n29.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n05.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_lean_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_dime_happy.wav
unpleasant,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa01.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su11.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_germ_angry.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-02-01-02-01-18.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_mill_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dab_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_live_sad.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_note_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_match_ps.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_mop_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_food_ps.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-02-01.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_half_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_bought_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_king_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_bone_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_juice_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_gin_neutral.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su04.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_yes_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_back_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_soup_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_burn_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_take_angry.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su07.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_week_neutral.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_pain_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_love_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_jug_sad.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n12.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_white_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_long_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_vine_neutral.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_ton_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_seize_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_shout_neutral.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-01-18.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n19.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_search_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_knock_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_such_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_puff_angry.wav
unpleasant,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa11.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_cause_sad.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_moon_ps.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_love_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_white_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_rough_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_third_ps.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su11.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_puff_ps.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_neat_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_burn_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_fall_ps.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_tool_angry.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n29.wav
surprise,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su10.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_get_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tell_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_thought_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_tire_neutral.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_back_happy.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n02.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-08-02-02-01-20.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_chalk_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_thought_happy.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_luck_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_should_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_lose_neutral.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_lot_neutral.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_have_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_such_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shall_ps.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_take_neutral.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_whip_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_wash_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_door_sad.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-02-24.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_read_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_goose_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_rat_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_vine_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_nag_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shack_ps.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tape_ps.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_chief_neutral.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-01-15.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_white_neutral.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_thin_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_dead_neutral.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_team_happy.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_pick_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_burn_angry.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-02-15.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_soup_ps.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_south_sad.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_fit_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_juice_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_half_sad.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_south_happy.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_ring_happy.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_gap_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_nice_ps.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-05-01-01-01-24.wav
unpleasant,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa04.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_deep_ps.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_rot_angry.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-01-01-01-02-24.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rot_ps.wav
happy,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h03.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OA_bite_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_gaze_sad.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_haze_angry.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
happy,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h11.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_keen_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_void_neutral.wav
unpleasant,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-01-23.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_dead_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_tip_angry.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_check_ps.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-02-12.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_near_neutral.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n30.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_gap_ps.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_nice_neutral.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_voice_angry.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_chain_angry.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-02-21.wav
neutral,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n26.wav
happy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_half_happy.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_dip_ps.wav
unpleasant,/kaggle/input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa02.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_talk_neutral.wav
surprise,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_lore_ps.wav
neutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-01-21.wav
neutral,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_dip_neutral.wav
surprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-02-19.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_knock_angry.wav
happy,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_kick_happy.wav
unpleasant,/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_learn_angry.wav
